id_animal,perimetro_toracico_cm,comprimento_corporal_cm,fator_genetico,peso_kg
733,196.1,160.2,11887.0,508.1
734,164.5,148.1,11525.0,356.2
735,205.4,144.3,11202.0,557.6
736,197.1,147.2,11317.0,523.5
737,193.8,155.8,11093.0,516.5
738,204.7,164.1,11179.0,624.3
739,215.0,143.7,11514.0,569.9
740,205.2,151.0,11771.0,531.1
741,162.4,153.4,11003.0,385.7
742,170.8,140.1,11724.0,340.3
743,180.6,150.2,10934.0,452.4
744,190.4,135.3,11036.0,446.9
745,197.8,132.3,10841.0,461.3
746,179.1,153.7,10955.0,464.5
747,192.8,146.2,11809.0,468.5
748,178.7,152.0,11305.0,399.5
749,180.8,149.8,10885.0,454.2
750,168.9,140.2,11856.0,325.8
751,176.2,149.5,11767.0,410.8
752,169.7,137.7,11630.0,319.3
753,175.4,163.9,11827.0,420.8
754,205.8,136.4,11042.0,528.8
755,175.8,148.0,11720.0,391.0
756,229.5,139.6,11559.0,647.4
757,197.4,155.7,11757.0,493.3
758,192.8,146.7,11677.0,491.6
759,177.1,144.8,11181.0,414.2
760,200.5,158.5,11652.0,567.4
761,181.4,150.3,11089.0,458.9
762,191.8,155.2,11161.0,511.4
763,228.4,140.2,10919.0,650.5
764,188.6,136.0,11829.0,400.2
765,207.2,151.1,11120.0,607.3
766,179.5,146.8,11373.0,436.5
767,189.5,156.3,11230.0,490.2
768,216.6,149.2,11856.0,547.9
769,180.6,152.1,11169.0,440.8
770,217.2,133.8,11656.0,537.0
771,200.6,168.9,11741.0,575.2
772,181.6,148.4,11279.0,441.5
773,199.5,157.0,11216.0,570.1
774,204.6,141.6,11623.0,524.9
775,199.3,153.1,11804.0,521.9
776,166.4,137.0,11630.0,299.3
777,179.1,154.5,11050.0,443.4
778,186.3,146.4,11777.0,466.1
779,188.9,150.3,11226.0,483.2
780,199.3,157.0,11434.0,550.9
781,192.7,137.7,11715.0,441.6
782,170.0,143.2,11007.0,382.0
783,195.7,154.6,11663.0,471.9
784,199.2,171.0,11456.0,588.4
785,198.4,148.6,11783.0,495.9
786,206.2,155.9,10989.0,622.5
787,202.5,148.9,11263.0,543.0
788,196.9,169.4,11716.0,535.9
789,188.9,132.5,10821.0,443.7
790,165.1,150.9,10923.0,364.5
791,196.4,133.7,11890.0,415.8
792,193.1,124.9,11108.0,406.9
793,194.1,153.0,11873.0,493.4
794,170.8,151.4,11001.0,420.6
795,173.8,147.2,11197.0,404.1
796,205.8,148.9,11628.0,551.9
797,189.4,181.0,11524.0,570.5
798,200.2,147.4,11439.0,518.2
799,190.4,155.1,11383.0,504.5
800,190.4,143.5,11728.0,407.5
801,204.1,153.0,11058.0,577.7
802,182.3,147.6,11287.0,418.8
803,191.4,145.9,10971.0,504.8
804,183.1,168.2,11456.0,489.8
805,183.5,161.8,11076.0,492.2
806,185.4,151.4,11167.0,443.2
807,193.3,127.0,11318.0,434.5
808,182.8,146.4,10829.0,461.2
809,208.8,177.0,10901.0,716.6
810,176.6,147.7,11555.0,386.4
811,187.2,161.0,11272.0,489.0
812,183.4,164.4,11751.0,474.0
813,211.7,152.2,11564.0,579.4
814,192.9,141.6,10809.0,494.2
815,205.5,125.6,11478.0,429.8
816,167.7,156.8,10903.0,397.3
817,194.0,141.9,11659.0,484.9
818,203.3,151.8,11891.0,534.3
819,191.2,137.5,11384.0,444.2
820,206.0,147.3,11551.0,571.0
821,182.2,150.3,11061.0,416.4
822,211.1,152.7,11281.0,591.1
823,224.5,138.9,11742.0,589.9
824,184.6,162.0,10984.0,515.1
825,183.3,144.0,11092.0,449.5
826,211.8,133.3,11290.0,516.5
827,213.7,148.9,11583.0,602.0
828,182.2,150.3,11213.0,438.8
829,183.7,151.6,11821.0,451.0
830,185.8,163.6,10904.0,502.4
831,169.8,147.6,11208.0,378.1
832,176.2,148.8,11580.0,391.7
833,174.9,139.0,11049.0,400.8
834,178.5,158.2,11522.0,429.6
835,189.5,151.8,10981.0,495.8
836,193.5,145.8,10862.0,510.3
837,213.3,131.0,10933.0,552.9
838,175.0,164.4,11823.0,439.4
839,204.8,137.7,11407.0,509.4
840,186.8,144.1,11676.0,424.3
841,189.3,153.6,11166.0,487.4
842,200.1,138.0,11452.0,483.1
843,173.2,135.1,11344.0,360.7
844,195.7,128.8,11840.0,414.4
845,192.5,157.2,11622.0,501.5
846,197.4,144.5,11604.0,462.6
847,194.3,179.3,10851.0,634.0
848,226.8,140.1,11405.0,634.6
849,180.4,140.8,11314.0,420.2
850,182.0,144.3,11821.0,404.6
851,180.7,152.4,11083.0,422.8
852,181.7,145.3,11097.0,426.8
853,180.4,156.1,11252.0,448.7
854,207.8,140.2,11068.0,558.4
855,211.3,136.2,10942.0,524.7
856,181.4,132.0,11743.0,370.7
857,177.5,127.8,11414.0,360.4
858,197.1,144.8,11747.0,468.8
859,181.7,147.0,11714.0,415.5
860,199.5,143.7,11110.0,505.3
861,193.0,162.4,11403.0,519.9
862,167.3,162.3,10892.0,410.7
863,213.2,146.7,11807.0,554.0
864,216.9,132.1,11245.0,563.0
865,180.8,144.3,11233.0,409.0
866,184.2,144.0,11133.0,425.3
867,194.3,143.4,11307.0,505.4
868,195.0,143.0,11077.0,505.5
869,199.9,143.5,11212.0,483.3
870,220.2,146.1,11680.0,594.9
871,187.3,143.6,11718.0,433.9
872,178.0,152.1,11135.0,437.7
873,169.3,153.6,11316.0,366.8
874,179.0,140.9,11761.0,401.4
875,189.5,162.7,10858.0,550.5
876,216.9,140.2,11778.0,567.3
877,182.2,133.8,11041.0,422.9
878,193.4,153.8,11546.0,504.8
879,189.8,141.8,11441.0,453.1
880,207.8,153.2,11408.0,603.4
881,227.9,126.0,11745.0,573.6
882,182.0,163.9,10912.0,485.2
883,182.7,156.7,11182.0,477.1
884,205.7,135.0,11392.0,491.3
885,200.2,135.2,11692.0,471.2
886,217.7,166.7,11038.0,723.0
887,198.8,142.6,11683.0,461.5
888,184.6,141.7,11240.0,427.7
889,198.9,127.3,11008.0,461.4
890,206.6,146.5,11635.0,531.0
891,202.3,147.7,10900.0,559.4
892,197.6,157.2,11366.0,552.0
893,206.0,136.0,10870.0,530.5
894,207.5,134.8,11192.0,522.1
895,210.7,154.5,11461.0,619.4
896,199.7,160.1,11412.0,566.7
897,187.5,134.3,11245.0,422.8
898,192.2,160.8,11272.0,512.7
899,208.1,150.4,11049.0,599.4
900,177.7,160.9,11301.0,454.8
901,195.5,149.3,11849.0,501.0
902,184.1,124.8,11735.0,361.1
903,190.4,148.5,10960.0,464.1
904,209.2,160.6,10833.0,623.2
905,192.9,141.1,11827.0,454.7
906,190.7,146.1,11379.0,458.4
907,169.6,148.2,11392.0,380.9
908,201.2,121.0,11659.0,421.8
909,199.7,166.7,11146.0,593.9
910,222.4,141.0,11330.0,614.3
911,185.4,155.1,11866.0,436.1
912,193.3,149.1,11539.0,482.6
913,193.7,162.6,10969.0,547.6
914,213.7,154.1,10947.0,636.9
915,188.6,147.7,11025.0,471.4
916,194.2,141.1,11643.0,453.4
917,199.1,158.0,11125.0,576.9
918,192.8,131.3,10824.0,448.9
919,183.3,156.5,11839.0,459.4
920,192.9,139.0,10987.0,493.9
921,206.1,162.5,10811.0,651.4
922,174.6,151.6,11061.0,425.9
923,192.0,156.4,11059.0,526.4
924,179.5,150.8,11264.0,444.4
925,207.9,132.5,11812.0,486.2
926,167.2,141.4,11767.0,350.5
927,181.6,156.7,11303.0,466.6
928,195.7,151.7,11252.0,510.6
929,213.5,161.8,11411.0,659.7
930,189.0,154.0,11068.0,498.6
931,181.7,140.3,10857.0,425.0
932,218.2,142.0,11833.0,564.5
933,168.3,151.0,11005.0,391.1
934,157.0,126.9,11018.0,298.8
935,196.6,166.7,11320.0,582.7
936,182.5,154.4,11341.0,458.7
937,174.7,162.3,10820.0,466.6
938,200.6,134.2,10963.0,511.8
939,193.7,162.4,11216.0,540.9
940,181.5,172.3,11552.0,474.9
941,170.8,136.8,11051.0,380.6
942,203.1,157.7,11265.0,569.5
943,199.8,150.0,11413.0,514.1
944,188.5,134.6,11777.0,379.1
945,217.7,154.9,11159.0,666.6
946,173.9,158.3,10947.0,413.3
947,167.1,144.0,11338.0,343.4
948,179.6,161.7,11621.0,457.6
949,189.3,133.3,10921.0,448.4
950,193.7,135.1,11267.0,439.7
951,186.4,151.4,10820.0,484.0
952,195.3,150.3,10837.0,515.6
953,171.2,142.8,11331.0,361.3
954,211.7,158.1,11128.0,640.4
955,188.8,155.3,11730.0,464.3
956,206.8,158.6,11462.0,587.8
957,195.1,148.8,11299.0,479.4
958,196.9,156.0,11249.0,554.5
959,198.5,145.5,11347.0,513.3
960,196.7,170.5,10844.0,620.4
961,199.6,141.9,11782.0,499.3
962,209.9,171.1,11898.0,621.2
963,192.9,150.3,11000.0,503.5
964,200.6,136.2,10932.0,473.2
965,188.7,163.7,10958.0,578.7
966,211.6,151.3,11527.0,585.3
967,179.9,158.5,11528.0,460.4
968,217.0,162.2,11733.0,632.7
969,189.4,153.4,11627.0,488.1
970,168.5,144.1,11295.0,390.2
971,191.9,159.8,11474.0,511.9
972,179.8,150.0,11557.0,404.4
973,202.6,156.9,11364.0,564.5
974,180.2,128.5,11323.0,335.0
975,183.3,154.5,11510.0,450.4
976,161.7,143.6,11413.0,341.1
977,183.2,166.5,11508.0,485.2
978,153.6,156.2,11474.0,317.2
979,166.2,152.4,11591.0,371.3
980,201.4,154.9,11507.0,555.0
981,201.8,140.0,11372.0,476.4
982,196.4,166.2,11550.0,556.4
983,175.5,169.9,11294.0,499.9
984,189.3,153.9,11066.0,478.4
985,189.9,165.9,10802.0,552.9
986,172.6,144.3,11416.0,405.8
987,212.6,142.0,11450.0,577.0
988,203.2,150.4,11869.0,515.3
989,186.7,154.3,11198.0,483.5
990,190.4,146.1,11234.0,471.3
991,193.1,155.4,11022.0,514.6
992,159.4,153.1,10878.0,356.3
993,186.3,140.0,11650.0,412.9
994,179.8,155.2,11075.0,454.6
995,175.0,158.6,11470.0,412.2
996,185.8,151.7,11557.0,434.0
997,217.0,161.5,11318.0,671.2
998,199.6,137.8,11764.0,492.6
999,181.4,154.7,11288.0,452.3
1000,198.6,138.3,11113.0,485.8
1001,211.0,138.9,11786.0,535.8
1002,203.9,143.7,11748.0,506.0
1003,190.9,140.6,10980.0,494.6
1004,180.3,144.5,10829.0,433.8
1005,200.5,147.9,10899.0,555.7
1006,195.9,158.4,11115.0,535.5
1007,203.4,146.8,11869.0,519.3
1008,199.5,134.1,11414.0,472.0
1009,205.7,161.4,11211.0,608.6
1010,182.0,141.6,11778.0,390.7
1011,209.8,149.4,11298.0,572.3
1012,193.0,154.5,11147.0,520.2
1013,221.1,152.0,11835.0,637.4
1014,179.7,160.9,11734.0,440.8
1015,216.0,154.8,11728.0,620.3
1016,193.0,141.4,11364.0,462.7
1017,180.2,171.8,11668.0,479.7
1018,182.7,151.9,10997.0,458.4
1019,185.2,148.5,11431.0,445.9
1020,196.4,159.6,11882.0,558.5
1021,197.8,152.5,11120.0,541.4
1022,181.4,154.0,11674.0,443.7
1023,189.6,174.9,11340.0,561.3
1024,222.1,147.2,10844.0,666.1
1025,215.9,146.8,11639.0,607.5
1026,196.5,151.2,10985.0,527.2
1027,190.6,160.7,11495.0,523.6
1028,191.8,134.9,10894.0,450.6
1029,199.2,130.3,11842.0,422.4
1030,174.7,144.1,11121.0,400.8
1031,186.1,133.7,11049.0,402.6
1032,165.0,145.8,10942.0,370.6
1033,196.0,155.0,11841.0,485.0
1034,199.7,141.1,11583.0,481.0
1035,182.8,135.7,11616.0,368.8
1036,213.6,150.7,11349.0,648.2
1037,171.6,158.6,11322.0,387.8
1038,168.0,133.1,10921.0,344.1
1039,193.4,158.2,11416.0,535.3
1040,205.7,158.2,11072.0,620.1
1041,215.3,159.5,11875.0,635.3
1042,183.1,162.2,11676.0,461.0
1043,206.2,172.0,11254.0,670.0
1044,189.4,146.4,10966.0,492.8
1045,187.4,151.1,11664.0,458.2
1046,203.3,145.8,10934.0,554.6
1047,199.8,150.0,11008.0,539.4
1048,166.4,165.3,11033.0,401.1
1049,212.1,136.5,11413.0,557.1
1050,210.7,141.4,11666.0,557.8
1051,180.6,163.8,11146.0,466.1
1052,195.9,160.2,10893.0,562.3
1053,197.4,146.4,11311.0,502.1
1054,193.9,158.5,11623.0,512.4
1055,181.7,153.4,11044.0,459.8
1056,179.9,165.0,11042.0,498.0
1057,189.6,150.7,11842.0,446.5
1058,207.6,160.3,11850.0,570.1
1059,198.2,176.4,11890.0,601.2
1060,184.4,156.0,11688.0,447.0
1061,201.6,150.5,11007.0,536.6
1062,147.3,157.2,11033.0,301.8
1063,207.2,146.3,11174.0,557.5
1064,163.9,173.9,11150.0,442.3
1065,184.6,151.8,11852.0,450.2
1066,173.2,147.3,11668.0,395.9
1067,170.6,141.6,11596.0,367.7
1068,207.4,161.0,11005.0,643.5
1069,183.0,158.7,11800.0,439.9
1070,195.2,145.0,11711.0,468.9
1071,189.3,155.8,10980.0,493.5
1072,197.2,134.9,11758.0,442.8
1073,191.2,151.8,11099.0,510.1
1074,170.8,154.5,10889.0,415.8
1075,204.9,167.1,11523.0,628.7
1076,182.6,142.3,11519.0,394.7
1077,166.7,137.2,10904.0,357.0
1078,183.6,141.0,11151.0,407.6
1079,212.5,136.6,11892.0,520.3
1080,202.8,163.4,11546.0,592.7
1081,184.8,165.5,11603.0,483.7
1082,184.8,153.2,11034.0,482.2
1083,185.2,162.2,10887.0,496.5
1084,221.2,151.3,11105.0,641.6
1085,195.7,149.0,11074.0,524.0
1086,196.5,146.7,11058.0,538.0
1087,205.5,146.9,11012.0,548.1
1088,193.6,134.5,11432.0,459.3
1089,186.1,152.6,11161.0,474.4
1090,187.1,149.6,11702.0,427.3
1091,188.9,157.5,11002.0,493.8
1092,189.4,150.9,11311.0,479.1
1093,200.9,148.4,10815.0,547.7
1094,190.8,141.3,11330.0,434.2
1095,201.0,150.7,10861.0,535.2
1096,188.8,157.4,11875.0,459.6
1097,191.2,138.6,11670.0,436.9
1098,160.0,150.9,11339.0,340.6
1099,203.7,152.3,10895.0,572.9
1100,195.2,142.8,11452.0,478.2
1101,205.0,144.1,11635.0,536.0
1102,146.6,152.3,11010.0,303.0
1103,221.3,138.7,11425.0,592.7
1104,187.9,153.5,11696.0,477.3
1105,206.6,141.0,11645.0,502.7
1106,174.4,160.6,11683.0,414.8
1107,199.2,173.4,11767.0,581.6
1108,174.2,141.4,11831.0,344.1
1109,180.6,155.3,11246.0,444.4
1110,218.7,142.7,11426.0,566.4
1111,187.1,160.4,11670.0,510.1
1112,193.3,137.3,11567.0,429.4
1113,203.1,154.8,11895.0,560.4
1114,197.4,141.3,10815.0,509.8
1115,192.3,147.9,11191.0,497.1
1116,195.5,139.7,11109.0,473.1
1117,226.1,158.2,11089.0,732.3
1118,189.1,141.6,11045.0,468.5
1119,193.0,155.5,11580.0,510.3
1120,205.8,146.6,10893.0,581.2
1121,206.6,148.9,11616.0,541.4
1122,207.8,151.5,11563.0,558.5
1123,199.6,142.4,11076.0,488.1
1124,172.9,152.1,11078.0,418.1
1125,214.5,165.3,11492.0,678.1
1126,172.8,142.2,11638.0,389.1
1127,194.5,161.7,11764.0,524.8
1128,178.7,165.0,11737.0,437.3
1129,189.0,141.8,11861.0,401.9
1130,194.9,135.4,11440.0,465.5
1131,194.8,153.0,11800.0,465.3
1132,196.3,144.5,11689.0,471.5
1133,214.2,168.7,11784.0,653.5
1134,196.8,150.3,10813.0,537.5
1135,186.3,142.0,11862.0,416.1
1136,204.5,138.5,11321.0,513.6
1137,207.8,160.9,11678.0,559.0
1138,171.6,144.3,10940.0,388.5
1139,199.0,150.4,11236.0,496.6
1140,200.5,159.6,11099.0,589.0
1141,185.5,145.2,11121.0,441.0
1142,210.6,149.5,10936.0,574.4
1143,187.7,149.8,11686.0,439.7
1144,191.9,156.8,10810.0,525.6
1145,187.4,155.9,11144.0,509.2
1146,190.2,147.8,10992.0,489.6
1147,173.6,150.6,11448.0,401.5
1148,168.4,146.3,11080.0,392.1
1149,213.9,135.2,11085.0,556.8
1150,177.3,152.6,11337.0,434.3
1151,175.1,168.9,11518.0,460.1
1152,157.7,141.2,10933.0,301.8
1153,180.4,142.3,10993.0,443.3
1154,170.2,141.3,11072.0,348.2
1155,214.6,157.2,11871.0,624.0
1156,205.1,154.5,11237.0,555.8
1157,179.7,148.4,11459.0,427.2
1158,223.8,140.8,11066.0,665.2
1159,204.7,150.9,11340.0,554.6
1160,185.1,134.4,10882.0,419.3
1161,152.5,151.4,10838.0,334.1
1162,224.4,158.7,11316.0,701.1
1163,169.2,137.5,11239.0,377.3
1164,165.3,134.7,10951.0,339.0
1165,205.3,165.8,11556.0,600.1
1166,226.6,143.9,11892.0,613.1
1167,210.8,161.4,11235.0,624.0
1168,198.5,148.5,11487.0,499.6
1169,198.9,148.4,11859.0,489.8
1170,202.8,154.4,11715.0,534.7
1171,201.4,141.2,11310.0,496.3
1172,194.2,151.3,11611.0,523.1
1173,191.6,146.2,10941.0,474.9
1174,189.1,136.8,11363.0,432.5
1175,178.7,153.4,11107.0,449.8
1176,185.8,147.4,10977.0,472.8
1177,164.6,148.4,11269.0,356.0
1178,188.5,137.9,10944.0,444.2
1179,175.2,165.9,11569.0,446.8
1180,173.4,158.8,11302.0,426.6
1181,192.7,159.6,11384.0,516.8
1182,210.9,146.9,10961.0,572.8
1183,203.8,132.7,10954.0,496.1
1184,166.4,169.5,11442.0,393.3
1185,175.2,149.4,11884.0,375.7
1186,204.1,142.5,10906.0,544.9
1187,175.3,154.2,11114.0,431.5
1188,186.6,161.7,11756.0,505.7
1189,198.3,149.8,10879.0,533.0
1190,175.5,162.8,11763.0,437.7
1191,191.6,160.8,11377.0,523.5
1192,170.0,139.2,11249.0,377.1
1193,181.0,143.3,11141.0,429.8
1194,194.8,159.6,11127.0,529.1
1195,166.1,122.9,11136.0,278.6
1196,196.6,148.5,11773.0,492.2
1197,189.7,135.7,11596.0,413.2
1198,198.3,145.2,11537.0,480.3
1199,193.4,147.0,11679.0,451.6
1200,210.5,146.4,11083.0,587.6
1201,191.9,144.5,11480.0,486.0
1202,183.6,139.0,11306.0,408.2
1203,191.8,172.9,11661.0,554.6
1204,198.1,168.7,11140.0,593.0
1205,190.7,138.4,11507.0,418.1
1206,190.6,165.8,11770.0,522.9
1207,179.5,146.0,11242.0,401.9
1208,180.1,151.3,10873.0,451.4
1209,169.0,149.4,11368.0,370.0
1210,216.2,143.4,11181.0,613.2
1211,171.3,159.8,11539.0,390.8
1212,179.6,151.3,11846.0,417.8
1213,179.2,145.2,11334.0,399.0
1214,203.4,137.0,11313.0,493.3
1215,185.6,141.1,11520.0,367.2
1216,208.7,133.6,10914.0,564.6
1217,179.9,150.1,11079.0,446.8
1218,194.2,138.0,11811.0,429.2
1219,177.5,147.3,11537.0,385.4
1220,222.2,163.7,10815.0,739.8
1221,172.2,162.0,11025.0,446.4
1222,194.6,149.7,11551.0,462.6
1223,199.5,149.1,11641.0,507.8
1224,196.2,168.8,11724.0,580.8
1225,187.2,155.2,11121.0,472.2
1226,188.1,146.7,11824.0,440.0
1227,190.7,135.7,11408.0,465.6
1228,187.8,153.9,11566.0,478.9
1229,204.5,158.3,11456.0,579.5
1230,223.2,143.7,10935.0,662.0
1231,181.6,152.9,11859.0,419.4
1232,169.5,146.4,10935.0,403.8
1233,188.7,148.2,11080.0,470.0
1234,228.7,125.1,11695.0,530.2
1235,177.9,147.8,11480.0,401.7
1236,214.6,159.7,11722.0,612.8
1237,215.2,143.7,11367.0,581.0
1238,181.7,150.5,11215.0,439.2
1239,198.5,142.4,11814.0,493.2
1240,214.4,153.6,10840.0,662.0
1241,184.3,147.8,11742.0,431.7
1242,186.9,140.6,11054.0,444.5
1243,181.3,163.3,11734.0,441.5
1244,174.8,159.3,10953.0,411.5
1245,180.3,144.0,11438.0,410.6
1246,171.6,155.0,11777.0,399.6
1247,190.5,155.4,11321.0,496.5
1248,178.5,156.4,11621.0,420.6
1249,193.5,133.1,11685.0,433.3
1250,166.7,160.1,11610.0,381.7
1251,195.0,144.3,11818.0,489.4
1252,202.5,146.4,11292.0,550.3
1253,160.1,176.4,10990.0,425.7
1254,195.6,153.0,10853.0,550.9
1255,208.4,146.1,11071.0,554.0
1256,171.9,127.9,10958.0,354.8
1257,215.1,163.9,11414.0,670.0
1258,196.3,136.5,11003.0,487.2
1259,179.4,140.0,10843.0,423.0
1260,189.2,146.7,10840.0,491.0
1261,198.4,164.2,11715.0,592.0
1262,191.1,157.7,11451.0,502.1
1263,198.1,148.4,11194.0,534.3
1264,176.2,153.1,11784.0,396.2
1265,192.5,144.0,10877.0,502.6
1266,168.8,151.4,11878.0,377.2
1267,188.3,150.7,11478.0,471.3
1268,176.4,159.7,11002.0,476.9
1269,179.0,159.7,11547.0,429.6
1270,208.5,154.9,11640.0,571.6
1271,206.4,146.4,11272.0,556.2
1272,199.1,157.4,11748.0,544.6
1273,173.6,149.1,10966.0,412.5
1274,185.3,139.2,11107.0,449.3
1275,208.2,146.0,10903.0,570.4
1276,192.1,150.8,11032.0,487.6
1277,224.8,159.1,11063.0,731.4
1278,195.9,148.2,11809.0,480.3
1279,192.9,137.9,10886.0,479.4
1280,185.4,150.6,11270.0,458.6
1281,192.0,151.1,11386.0,484.3
1282,187.7,151.9,11789.0,452.8
1283,200.6,159.2,11897.0,539.0
1284,204.4,160.2,11629.0,570.7
1285,178.2,144.1,11868.0,382.5
1286,170.0,143.8,11666.0,350.4
1287,162.5,139.6,11860.0,323.5
1288,197.6,157.0,11578.0,532.4
1289,173.4,164.5,10888.0,488.4
1290,157.7,146.8,11242.0,327.3
1291,195.8,147.6,11511.0,483.4
1292,227.4,164.7,11186.0,801.3
1293,189.9,155.1,11101.0,510.0
1294,202.6,154.4,11435.0,568.8
1295,191.2,138.1,11827.0,435.9
1296,188.5,156.8,10838.0,523.4
1297,203.8,140.7,11646.0,509.8
1298,185.6,138.7,11595.0,395.6
1299,194.0,146.5,11860.0,470.6
1300,194.8,144.1,11824.0,442.9
1301,180.0,147.8,11638.0,408.7
1302,204.9,135.6,11372.0,489.6
1303,187.4,159.6,11025.0,513.6
1304,178.7,161.3,11400.0,456.6
1305,198.0,130.5,11642.0,447.0
1306,176.5,159.8,11785.0,426.8
1307,190.4,141.9,11669.0,431.8
1308,189.9,158.6,11015.0,515.0
1309,206.3,149.3,11460.0,568.3
1310,197.1,150.3,11165.0,539.0
1311,189.6,148.1,10810.0,475.6
1312,202.3,162.1,11020.0,578.9
1313,210.9,137.6,10925.0,549.1
1314,198.4,156.1,11727.0,539.4
1315,190.2,161.0,11084.0,543.5
1316,170.3,157.2,11113.0,396.4
1317,174.0,173.2,11856.0,447.1
1318,185.4,144.7,11217.0,471.1
1319,180.9,159.6,10811.0,489.0
1320,187.2,148.9,11112.0,491.0
1321,190.8,162.3,10931.0,555.9
1322,197.9,149.9,10913.0,524.6
1323,188.9,146.1,10885.0,476.4
1324,197.3,163.1,11453.0,554.8
1325,191.0,145.1,11008.0,482.2
1326,160.4,135.9,11197.0,325.8
1327,175.9,144.8,11748.0,387.6
1328,187.8,156.2,11267.0,445.1
1329,171.9,163.9,11807.0,390.3
1330,199.0,151.1,11348.0,494.5
1331,213.0,163.2,11239.0,661.1
1332,208.3,136.4,11625.0,512.7
1333,186.8,145.6,10880.0,471.1
1334,212.4,147.1,10898.0,594.4
1335,192.2,148.9,11517.0,487.7
1336,184.9,150.8,11336.0,465.9
1337,180.8,156.9,11669.0,420.7
1338,185.5,145.6,11808.0,402.0
1339,184.2,151.4,11227.0,457.4
1340,192.6,149.5,11456.0,510.9
1341,192.4,140.7,11351.0,484.5
1342,190.0,148.9,11880.0,461.0
1343,196.6,148.6,11714.0,479.0
1344,207.9,148.3,11803.0,556.3
1345,204.2,150.3,11080.0,559.2
1346,167.7,150.8,11650.0,352.5
1347,151.7,145.7,11092.0,270.0
1348,204.0,162.7,11030.0,615.6
1349,169.5,138.3,11839.0,326.2
1350,186.6,142.8,10821.0,461.0
1351,172.4,177.8,11862.0,411.3
1352,163.0,139.6,10964.0,340.8
1353,198.1,136.5,11701.0,421.3
1354,201.4,157.3,11104.0,591.0
1355,181.4,129.2,11186.0,387.8
1356,151.1,147.6,11038.0,301.3
1357,181.8,171.5,11444.0,503.7
1358,195.9,134.6,11183.0,447.0
1359,167.8,130.2,11523.0,319.2
1360,192.8,135.0,10817.0,475.6
1361,189.8,159.0,10871.0,480.3
1362,198.7,161.2,10910.0,576.8
1363,191.8,144.9,11261.0,472.9
1364,175.4,156.8,11696.0,409.6
1365,207.9,163.9,11777.0,623.7
1366,187.6,167.9,11069.0,517.0
1367,189.6,147.5,11432.0,454.6
1368,176.0,127.0,11645.0,309.0
1369,183.4,141.8,11118.0,451.4
1370,176.7,145.7,11250.0,400.9
1371,187.4,147.4,11376.0,448.5
1372,215.7,148.1,10948.0,628.5
1373,169.4,161.2,10829.0,436.8
1374,165.8,162.7,10968.0,413.1
1375,212.1,148.3,11490.0,620.1
1376,186.9,161.0,10881.0,523.4
1377,180.0,153.6,11009.0,444.8
1378,205.6,150.6,11172.0,561.6
1379,180.9,159.1,10886.0,472.4
1380,217.4,150.7,11011.0,624.4
1381,200.2,170.6,11802.0,579.7
1382,182.7,135.6,10821.0,430.0
1383,222.4,144.8,11519.0,612.6
1384,180.9,148.7,11223.0,421.7
1385,201.1,154.4,11540.0,564.0
1386,194.5,162.7,11448.0,516.1
1387,209.5,149.8,11046.0,564.2
1388,213.4,135.8,11732.0,509.9
1389,190.5,158.4,11341.0,483.7
1390,178.7,157.5,11705.0,435.6
1391,196.9,130.6,11247.0,444.7
1392,179.8,150.0,11883.0,404.8
1393,220.2,134.1,11648.0,575.5
1394,192.0,143.4,11863.0,435.3
1395,184.5,141.0,11366.0,433.9
1396,192.8,158.1,11321.0,541.6
1397,169.8,151.2,11631.0,367.9
1398,175.4,137.1,11768.0,369.7
1399,208.0,158.8,11861.0,575.7
1400,180.1,135.7,11157.0,408.5
1401,174.3,153.3,11679.0,375.2
1402,198.0,141.9,11032.0,479.7
1403,207.8,146.3,11400.0,548.4
1404,200.8,155.0,10998.0,555.0
1405,204.9,155.2,11182.0,575.2
1406,178.6,163.4,11824.0,437.7
1407,168.7,149.2,10961.0,398.0
1408,212.5,153.1,11496.0,595.3
1409,185.2,145.6,11452.0,423.6
1410,186.2,151.8,10933.0,476.4
1411,209.9,154.4,11159.0,598.2
1412,198.3,149.0,11419.0,499.4
1413,196.8,132.0,11006.0,440.4
1414,222.5,153.3,11681.0,650.7
1415,180.3,153.6,11869.0,412.5
1416,203.9,143.2,11036.0,554.0
1417,190.9,137.2,11006.0,432.2
1418,194.0,164.8,11300.0,540.8
1419,212.9,154.9,11623.0,631.5
1420,197.6,147.7,11110.0,505.1
1421,198.1,138.6,10822.0,499.0
1422,206.1,141.8,11395.0,510.2
1423,184.5,163.0,11852.0,448.1
1424,177.4,151.4,11230.0,447.5
1425,174.3,144.5,11262.0,392.5
1426,160.5,155.1,11866.0,338.7
1427,220.8,141.9,11564.0,572.8
1428,173.5,165.0,11591.0,433.7
1429,186.7,163.5,11419.0,516.4
1430,185.8,145.3,11872.0,440.1
1431,194.6,143.7,11558.0,481.0
1432,202.2,123.8,11785.0,412.8
1433,202.9,135.2,11569.0,485.8
1434,181.3,136.6,11609.0,396.6
1435,187.5,151.4,11119.0,451.6
1436,194.2,146.7,11134.0,480.4
1437,186.3,136.5,11661.0,419.6
1438,214.1,147.2,11126.0,619.6
1439,197.4,155.1,11419.0,505.7
1440,201.0,155.3,11074.0,578.5
1441,199.9,131.0,11699.0,449.1
1442,207.6,148.7,10922.0,598.6
1443,192.7,136.2,11712.0,422.3
